"","Place.FIPS","Geography.Name","County.FIPS","County.Name","Total.Population","Population.Density..Per.Sq..Mile.","Area..Land.","Under.5.Years","X5.to.9.Years","X10.to.14.Years","X15.to.17.Years","X18.to.24.Years","X25.to.34.Years","X35.to.44.Years","X45.to.54.Years","X55.to.64.Years","X65.to.74.Years","X75.to.84.Years","X85.Years.and.Over","White.Alone","Black.or.African.American.Alone","American.Indian.and.Alaska.Native.Alone","Asian.Alone","Native.Hawaiian.and.Other.Pacific.Islander.Alone","Some.Other.Race.Alone","Two.or.More.Races","Not.Hispanic.or.Latino.","Hispanic.or.Latino","Population.25.Years.and.Over.","Less.than.High.School","High.School.Graduate..Includes.Equivalency.","Some.College","Bachelor.s.Degree","Master.s.Degree","Professional.School.Degree","Doctorate.Degree","Population.25.Years.and.Over..1","Less.than.High.School.1","High.School.Diploma","Bachelor.s.Degree.or.Better","Households.","Less.than..10.000","X.10.000.to..14.999","X.15.000.to..19.999","X.20.000.to..24.999","X.25.000.to..29.999","X.30.000.to..34.999","X.35.000.to..39.999","X.40.000.to..44.999","X.45.000.to..49.999","X.50.000.to..59.999","X.60.000.to..74.999","X.75.000.to..99.999","X.100.000.to..124.999","X.125.000.to..149.999","X.150.000.to..199.999","X.200.000.or.More","Median.Household.Income..In.2020.Inflation.Adjusted.Dollars.","Median.Household.Income.Occupied.Housing.Units.","Owner.Occupied","Renter.Occupied","Per.Capita.Income..In.2020.Inflation.Adjusted.Dollars.","Occupied.Housing.Units.","Owner.Occupied.1","Renter.Occupied.1","Owner.Occupied.Housing.Units.","White.Alone..Not.Hispanic.or.Latino.Homeowners.","Non.White.Homeowners","Owner.Occupied.Housing.Units..1","Less.than..20.000","X.20.000.to..49.999","X.50.000.to..99.999","X.100.000.to..149.999","X.150.000.to..299.999","X.300.000.to..499.999","X.500.000.to..749.999","X.750.000.to..999.999","X.1.000.000.or.More","Population.Under.18.Years.of.Age.for.Whom.Poverty.Status.Is.Determined.","Living.in.Poverty","At.or.Above.Poverty.Level","Population.Age.18.to.64.for.Whom.Poverty.Status..Is.Determined.","Living.in.Poverty.1","At.or.Above.Poverty.Level.1","Population.Age.65.and.Over.for.Whom.Poverty..Status.Is.Determined.","Living.in.Poverty.2","At.or.Above.Poverty.Level.2","Rural.Capacity..Headwaters.Index.","Social.Vulnerability..CDC.Index.","Percent.of.Land.in.500.Year.Floodplain","Percent.of.Land.in.100.Year.Floodplain","Total.Percent.of.Land.at.Some.Level.of.Flood.Risk","Application.Number","Project.Title","Project.Description","Applicant","Applicant.Type","Project.Type","Application.Date","State.Agency.Requested.for.Funding","Funding.Request....","Total.Project.Budget....","Funding.Decision.Year","Award.Date","Grant.Award....","Encumbered....","City.Town","County","Place.ID","X0.2.PCT.ANNUAL.CHANCE.FLOOD.HAZARD","X0.2.PCT.ANNUAL.CHANCE.FLOOD.HAZARD.CONTAINED.IN.CHANNEL","X0.2.PCT.ANNUAL.CHANCE.HAZARD","A","AE","VE","X.blank.","Grand.Total"
"11",3701420,"Ansonville town","7","Anson",625,424.8,1.47,17,33,28,16,24,70,63,68,170,39,93,4,68,557,0,0,0,0,0,618,7,507,118,271,92,26,0,0,0,507,118,363,26,253,18,14,18,40,13,10,7,9,7,30,14,50,0,5,2,16,43958,43958,52273,30125,21972,253,202,51,202,28,174,202,9,59,70,49,15,0,0,0,0,94,32,62,395,67,328,136,31,105,46,0.7,0,1.8,1.8,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,1.8,NA,NA,1.8
"12",3701520,"Apex town","183","Wake",55220,2511.6,21.99,3762,4288,5255,2995,3489,6720,9810,9185,5331,2838,916,631,43162,4051,154,4805,109,864,2075,51246,3974,35431,860,3829,8655,13183,7284,893,727,35431,860,12484,22087,19228,338,210,277,588,283,330,422,412,241,858,1405,2886,2485,2101,3394,2998,112549,112549,132959,73015,47451,19228,14395,4833,14395,11496,2899,14395,67,22,28,109,4450,7918,1521,207,73,16279,659,15620,34525,1101,33424,4237,229,4008,88,0.17,0.32,4.46,4.78,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.32,NA,NA,0.07,4.4,NA,NA,4.78
"13",3701560,"Aquadale CDP","167","Stanly",413,126.9,3.26,14,18,0,0,56,79,44,123,14,37,16,12,413,0,0,0,0,0,0,413,0,325,12,136,126,26,25,0,0,325,12,262,51,171,0,0,0,0,0,0,24,0,0,14,28,47,16,0,42,0,91681,91681,95694,NA,38896,171,142,29,142,142,0,142,0,0,88,28,26,0,0,0,0,32,0,32,316,0,316,65,0,65,NA,0.57,0.11,0.44,0.55,20,"Little Long Creek 2 Watershed Plan","The City of Albemarle has experienced flooding issues related to aging infrastructure and growth within the city. Golden LEAF flood mitigation grant funds will be used for a watershed study for the Little Long Creek 2 sub-basin. Components of this study include field investigation, stormwater inventory, H&H modeling, analysis of secondary systems, and the development of a watershed master plan. With the development of the master plan, the city plans to perform cost benefit analysis and priority rankings to aid staff in its implementation. Once completed, the city will be able to prioritize projects to undertake along this watershed. The city plans to fund these projects through an enterprise fund with the development of a stormwater management program and anticipates collecting fees for this program beginning in January 2023. In this project area there are households, businesses, and other public and private entities that will benefit from the completion of this project. ","City of Albemarle","Local Government","Planning","6/15/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"10/6/22",250000,250000,"Albemarle","Stanly",NA,0.11,NA,NA,NA,0.44,NA,NA,0.55
"14",3701720,"Archdale city","81, 151","Guilford, Randolph",11738,1328.8,8.83,636,862,505,527,803,1242,1254,1589,1938,1257,842,283,9600,887,50,609,0,211,381,11222,516,8405,920,2467,3413,901,607,62,35,8405,920,5880,1605,4704,103,216,213,269,172,195,266,262,163,615,495,692,431,311,150,151,56658,56658,64814,38699,28730,4704,3589,1115,3589,3118,471,3589,23,89,600,1298,1533,41,0,5,0,2530,243,2287,6813,551,6262,2218,121,2097,NA,0.41,0.86,5.99,6.84,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.86,NA,NA,NA,5.99,NA,NA,6.84
"15",3701760,"Archer Lodge town","101","Johnston",5037,555.5,9.07,364,288,195,251,339,544,653,790,773,505,40,295,4149,514,0,0,0,120,254,4549,488,3600,507,723,1442,709,219,0,0,3600,507,2165,928,2068,95,92,72,4,0,0,143,85,24,347,242,318,335,128,0,183,70000,70000,72250,NA,57065,2068,1574,494,1574,1388,186,1574,70,0,57,240,1159,43,5,0,0,1098,522,576,3099,228,2871,840,92,748,NA,0.16,0,2.25,2.25,23,"Selma Flood Mitigation modeling","The Town of Selma experiences flooding during heavy non-named rain events in the northeast quadrant of town. The town is separated in four quadrants that are separated by railroads crossing through the center of town. Each quadrant has its own individual internal drainage creating a bowl type system. Golden LEAF flood mitigation grant funds will be used to develop a stormwater master plan for the Town of Selma in the northeastern quadrant. Components of this project include field data collection, modeling of existing watersheds, development of concept plans and alternatives, and a summary report. Within this quadrant there are households, businesses, other public and private facilities, and healthcare facilities that will benefit from this project. Additionally, the Town Hall, the Selma Fire Department, and the historic Rudy Theater are located in this area. The roads around the fire and EMS stations become impassable. Access to US highway 301 also becomes restricted during flood events. ","Town of Selma","Local Government","Planning","7/7/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"10/6/22",137500,137500,"Selma","Johnston",NA,NA,NA,NA,NA,2.25,NA,NA,2.25
"16",3701972,"Arrowhead Beach CDP","41","Chowan",799,1305.5,0.61,18,89,93,17,0,55,195,15,145,101,11,60,500,0,17,0,0,273,9,486,313,582,225,232,108,0,17,0,0,582,225,340,17,293,0,0,0,20,0,54,35,0,0,41,130,0,13,0,0,0,59028,59028,59028,NA,18748,293,293,0,293,166,127,293,0,14,69,52,149,9,0,0,0,217,0,217,410,11,399,172,0,172,NA,0.42,1.6,38.28,39.87,5,"Edenton Old Hertford Hazard Mitigation Project 2022","The eastern portion of Edenton is subject to stormwater flooding due to the limited capacity of downstream culverts that extend under Old Hertford Road. Golden LEAF flood mitigation grant funds will be used to replace an existing pipe under Old Hertford Road with a box culvert design and replace existing piping downstream of Old Hertford Road with two larger lines. Improving the transport of stormwater runoff from this area will also allow the town to focus on upstream improvements previously limited by this downstream bottleneck. There are households, businesses and residential care homes for adults with special needs in the immediate project area. Due to the bottleneck in this area, areas upstream feel impacts from flooding as well.","Town of Edenton","Local Government","Infrastructure","2/28/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"6/2/22",249300,249300,"Edenton","Chowan",NA,1.6,NA,NA,NA,38.28,NA,NA,39.87
"17",3702080,"Asheboro city","151","Randolph",25877,1369.7,18.89,1711,1889,1985,955,2558,3610,3540,2622,2362,2314,1498,833,17908,3499,78,363,66,2999,964,18672,7205,16779,3603,4760,5396,2197,636,84,103,16779,3603,10156,3020,10741,926,777,896,794,733,905,712,717,644,830,836,965,466,217,205,118,37171,37171,49044,28282,20830,10741,5223,5518,5223,3917,1306,5223,377,239,1291,1744,1230,318,5,0,19,6496,1636,4860,14434,2853,11581,4178,379,3799,78,0.77,0.39,3.88,4.28,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.39,NA,NA,NA,3.88,NA,NA,4.28
"18",3702140,"Asheville city","21","Buncombe",92328,2030.5,45.47,4465,4617,4332,2738,7606,16020,13600,11526,9988,9885,4421,3130,76296,10256,374,1405,265,982,2750,86112,6216,68570,5072,11787,17477,20402,9110,2983,1739,68570,5072,29264,34234,39895,2320,2125,2333,2344,2088,2467,1906,1540,1676,3069,4397,4422,2770,1727,2120,2591,53621,53621,72294,37658,35035,39895,19581,20314,19581,17064,2517,19581,166,100,704,2010,7194,5848,2338,776,445,15530,2766,12764,56958,7285,49673,16440,1763,14677,92,0.4,1.29,7.28,8.57,17,"Swannanoa River Road Flood Mitigation and Damage Reduction Feasibility Study","The Swannanoa River floodplains between South Tunnel Road and Biltmore Avenue and Hendersonville Road in Asheville experience frequent flooding resulting in closure of Swannanoa River Road, property damage, disruption of emergency service access, and increased wastewater treatment costs due to sanitary sewer overflows. Swannanoa River Road serves as the principal east-west corridor for emergency services and access to Mission Hospital and Mission Children's Hospital. Golden LEAF flood mitigation grant funds will be used to evaluate the flood mitigation and flood damage reduction benefits of potential actions through hydrologic and hydraulic modeling, updating the Structure Inventory Database, developing a conceptual plan and feasibility analysis, and implementation cost estimates for the potential floodplain modifications. NCDOT State Transportation Improvement Program has allocated $48M for Swannanoa River Roadway corridor modernization in future years. The City will also pursue FEMA Flood Mitigation and Building Resilient Infrastructure and Communities funding for buyouts and floodplain restoration. City and County Metropolitan Sewerage District capital improvement funds can be used for utility relocations in the corridor. Businesses and households in the area will benefit from this project.","City of Asheville","Local Government","Planning","4/22/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"10/6/22",150000,150000,"Asheville","Buncombe",NA,1.29,NA,NA,0,7.28,NA,NA,8.57
"19",3702240,"Ashley Heights CDP","93","Hoke",326,145.8,2.24,12,26,22,6,32,54,0,27,80,67,0,0,153,73,65,0,0,14,21,313,13,228,39,82,78,29,0,0,0,228,39,160,29,111,28,8,0,11,6,13,0,0,0,18,8,12,0,0,7,0,30481,30481,53681,NA,15659,111,73,38,73,59,14,73,0,0,37,7,22,7,0,0,0,66,53,13,193,76,117,67,7,60,52,0.05,0,2,2,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,2,NA,NA,2
"20",3702320,"Askewville town","15","Bertie",182,307.5,0.59,2,4,3,9,19,10,14,24,18,36,42,1,173,0,0,0,0,6,3,177,5,145,13,81,41,2,8,0,0,145,13,122,10,89,4,19,2,11,3,3,5,1,4,4,7,12,5,4,4,1,36250,36250,45938,23125,27616,89,77,12,77,74,3,77,4,5,33,8,10,16,0,1,0,18,0,18,85,6,79,79,20,59,47,0.62,0,1,1,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,1,NA,NA,1
"21",3702460,"Atkinson town","141","Pender",351,354.6,0.99,17,25,20,14,21,56,44,45,43,36,13,17,271,45,0,0,0,16,19,317,34,254,42,109,80,17,5,1,0,254,42,189,23,114,9,2,12,12,16,9,0,4,6,10,10,16,0,5,2,1,34167,34167,34063,NA,19222,114,97,17,97,89,8,97,5,24,28,15,19,6,0,0,0,76,16,60,209,41,168,66,12,54,56,0.6,2.2,8.56,10.76,3,"Surf City South Shore Flood Mitigation Project","The 2200 block of South Shore Drive in Surf City experiences flooding on the roadway due to insufficient stormwater infrastructure. Stormwater runoff is trapped on the road by higher elevation of driveways serving houses along the road. Heavy rainfall causes flooding that obstructs passage of vehicles, including public safety vehicles. This road is the only way in and out of southern Surf City and serves the entirety of Topsail Beach. A feasibility study of the overall stormwater issues along South Shore Drive developed a specific solution to address the issue. Golden LEAF flood mitigation grant funds will be used to install a catch basin with drain pipe to convey stormwater to a new infiltration chamber system that collects and releases stormwater back into native soils. Once completed, the town’s utilities staff will maintain the system. The project will directly serve households, and public and private entities.","Town of Surf City","Local Government","Infrastructure","2/25/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"6/2/22",250000,250000,"Surf City","Pender",NA,2.2,NA,NA,NA,8.56,NA,NA,10.76
"22",3702480,"Atlantic CDP","31","Carteret",608,661,0.92,55,0,53,0,36,84,30,123,98,70,28,31,608,0,0,0,0,0,0,601,7,464,78,252,102,17,10,5,0,464,78,354,32,236,5,5,21,5,19,2,12,36,20,34,27,19,13,5,6,7,49125,49125,56336,26382,34980,236,183,53,183,176,7,183,20,13,38,41,33,26,6,6,0,108,0,108,371,18,353,129,5,124,NA,0.38,18.46,18.91,37.37,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,18.46,NA,NA,NA,18.91,NA,NA,37.37
"23",3702500,"Atlantic Beach town","31","Carteret",1870,799.5,2.34,14,84,80,32,37,134,94,305,285,431,193,181,1827,10,4,0,0,14,15,1856,14,1623,48,329,635,454,88,50,19,1623,48,964,611,990,17,45,32,63,136,54,30,52,39,33,105,204,52,43,33,52,59348,59348,62292,48578,45786,990,697,293,697,682,15,697,24,23,48,27,103,265,79,79,49,205,34,171,855,83,772,805,13,792,7,0.22,20.24,74.26,94.5,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,20.24,NA,NA,NA,63.58,10.67,NA,94.5
"24",3702580,"Aulander town","15","Bertie",965,653.3,1.48,198,18,52,16,61,127,213,30,107,36,107,0,279,603,0,0,0,61,22,904,61,620,164,221,200,29,6,0,0,620,164,421,35,392,21,30,42,9,61,0,4,35,21,43,0,76,38,0,3,9,42071,42071,54097,28558,21718,392,227,165,227,78,149,227,27,4,167,24,5,0,0,0,0,284,73,211,538,116,422,143,20,123,41,0.89,4.1,14.78,18.88,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,4.1,NA,NA,NA,14.78,NA,NA,18.88
"25",3702620,"Aurora town","13","Beaufort",772,831.7,0.93,4,71,69,23,60,66,127,108,110,77,54,3,322,414,0,0,0,0,36,772,0,545,67,304,144,19,11,0,0,545,67,448,30,320,37,53,3,10,14,28,30,4,11,61,22,26,18,1,0,2,38026,38026,51250,13385,20710,320,183,137,183,110,73,183,22,56,66,19,19,0,0,1,0,162,92,70,471,134,337,134,36,98,53,0.61,10.71,41.64,52.34,12,"Town of Aurora Drainage Ditch and Tributary Maintenance and Easement Plan","The Town of Aurora experiences frequent flooding in heavy rainfall events, specifically in the northeast section of town. The ditches and tributaries no longer empty water at the speed at which they did previously. Aurora participated in the N.C. Resilient Coastal Communities Program and, through a public input process, prioritized assessing this existing infrastructure to address flooding. Golden LEAF flood mitigation grant funds will be used to create a maintenance plan and schedule for all the ditches and tributaries within the town’s jurisdiction and to determine a list of easements that will be required to implement the recommendations for maintenance. The entire town will benefit from the completion of this project.","Town of Aurora","Local Government","Planning","4/27/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"8/4/22",225000,225000,"Aurora","Beaufort",NA,10.71,NA,NA,NA,41.64,NA,NA,52.34
"26",3702700,"Autryville town","163","Sampson",192,367.5,0.52,11,4,8,2,17,20,24,20,30,24,27,5,167,17,6,0,0,0,2,192,0,150,40,62,29,12,2,0,5,150,40,91,19,80,0,0,0,11,21,6,13,1,0,7,5,0,10,0,0,6,36000,36000,38036,28393,25570,80,57,23,57,57,0,57,0,4,29,8,10,0,6,0,0,25,0,25,111,7,104,56,0,56,48,0.52,1.98,34.95,36.93,9,"Clinton Weeks Street Hazard Mitigation Project 2022","The City of Clinton experiences frequent flooding along Weeks Street, including three major flooding events in 2021. During flooding events along Weeks Street, emergency vehicles are unable to access residences and surrounding roads (including Highway 24) are overtopped. A 2020 preliminary drainage feasibility study found that flooding is likely caused by an undersized pipe system with minimal elevation change. Currently, the existing drainage route runs along Weeks Street into the drainage route from Smithfield Packing Company. Golden LEAF flood mitigation grant funds will be used to reroute the existing drainage system into a separate path to cross Highway 24 and into an existing farm ditch. Additional curb inlets and reinforced concrete pipe will be installed to support the design. City and other funds will be used to improve the existing farm ditch which currently collects runoff. Households in the project area and vehicles traveling on adjacent roads will benefit from this project.","Town of Clinton","Local Government","Infrastructure","2/28/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"8/4/22",250000,250000,"Clinton","Sampson",NA,1.98,NA,NA,NA,34.95,NA,NA,36.93
"27",3702760,"Avery Creek CDP","21","Buncombe",3256,1880.2,1.73,148,103,139,339,418,180,546,718,363,203,99,0,2668,539,0,49,0,0,0,3256,0,2109,11,463,743,602,202,71,17,2109,11,1206,892,906,0,0,0,26,0,28,12,57,24,37,158,157,113,95,96,103,90333,90333,97563,64484,35490,906,803,103,803,735,68,803,0,0,12,13,487,177,100,14,0,729,53,676,2225,25,2200,302,0,302,65,0.28,0.16,0.97,1.12,17,"Swannanoa River Road Flood Mitigation and Damage Reduction Feasibility Study","The Swannanoa River floodplains between South Tunnel Road and Biltmore Avenue and Hendersonville Road in Asheville experience frequent flooding resulting in closure of Swannanoa River Road, property damage, disruption of emergency service access, and increased wastewater treatment costs due to sanitary sewer overflows. Swannanoa River Road serves as the principal east-west corridor for emergency services and access to Mission Hospital and Mission Children's Hospital. Golden LEAF flood mitigation grant funds will be used to evaluate the flood mitigation and flood damage reduction benefits of potential actions through hydrologic and hydraulic modeling, updating the Structure Inventory Database, developing a conceptual plan and feasibility analysis, and implementation cost estimates for the potential floodplain modifications. NCDOT State Transportation Improvement Program has allocated $48M for Swannanoa River Roadway corridor modernization in future years. The City will also pursue FEMA Flood Mitigation and Building Resilient Infrastructure and Communities funding for buyouts and floodplain restoration. City and County Metropolitan Sewerage District capital improvement funds can be used for utility relocations in the corridor. Businesses and households in the area will benefit from this project.","City of Asheville","Local Government","Planning","4/22/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"10/6/22",150000,150000,"Asheville","Buncombe",NA,0.16,NA,NA,NA,0.97,NA,NA,1.12
"28",3702780,"Avon CDP","55","Dare",474,208.7,2.27,22,0,0,0,0,88,25,60,114,140,25,0,474,0,0,0,0,0,0,474,0,452,99,41,123,153,36,0,0,452,99,164,189,363,49,0,71,29,78,29,0,0,30,31,46,0,0,0,0,0,26729,26729,29234,NA,25432,363,291,72,291,291,0,291,0,0,0,29,201,24,37,0,0,22,0,22,287,24,263,165,25,140,NA,0.67,0,98.64,98.64,21,"Roanoke Island Drainage Improvements","The Roanoke Colony residential neighborhood in Dare County experiences frequent flooding during major storm events due to undersized drainage structures in this flat, low-lying area on the northern end of Roanoke Island. After Hurricane Matthew, NCDOT and Dare County completed the 2019 Roanoke Island Flooding Analysis which proposed drainage improvements. Golden LEAF flood mitigation grant funds will be used to incorporate recommendations to upsize pipes and implement other improvements to the area. Areas upstream flood more frequently and the study determined undersized piping in the project area slowed the drainage of those properties. Proposed work includes replacing 150 linear feet of existing pipe with a larger size, enclosing the ditch within Roanoke Colony with drainage pipe with drop inlets, replacing the culvert beneath Roanoke Trail, removing the culvert immediately downstream of the airport property, and regrading/widening the ditch that runs between the Outer Banks SPCA and airport. Homes located in the upstream area identified in the analysis will benefit from this project.","Dare County","Local Government","Infrastructure","6/23/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"10/6/22",250000,250000,"County","Dare",NA,NA,NA,NA,NA,48.67,49.97,NA,98.64
"29",3702840,"Ayden town","147","Pitt",5138,1347.1,3.81,286,353,455,205,346,677,588,692,526,614,315,81,2703,1891,18,87,0,188,251,4640,498,3493,428,1159,1318,316,208,20,44,3493,428,2477,588,2041,250,148,220,36,58,87,93,16,69,212,270,401,62,101,18,0,53317,53317,63385,16969,22093,2041,1239,802,1239,851,388,1239,58,72,247,363,486,0,13,0,0,1255,344,911,2796,600,2196,963,182,781,67,0.8,0.57,9.02,9.6,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.57,NA,NA,NA,9.02,NA,NA,9.6
"30",3702960,"Badin town","167","Stanly",1976,1090,1.81,60,96,98,35,49,294,346,466,253,158,115,6,1120,776,6,0,0,32,42,1913,63,1638,347,662,533,86,1,4,5,1638,347,1195,96,447,41,74,26,31,32,43,25,43,17,25,19,42,20,9,0,0,32031,32031,35179,28125,13301,447,301,146,301,188,113,301,0,55,119,56,67,4,0,0,0,289,61,228,665,181,484,200,11,189,6,0.65,0.42,3.08,3.49,20,"Little Long Creek 2 Watershed Plan","The City of Albemarle has experienced flooding issues related to aging infrastructure and growth within the city. Golden LEAF flood mitigation grant funds will be used for a watershed study for the Little Long Creek 2 sub-basin. Components of this study include field investigation, stormwater inventory, H&H modeling, analysis of secondary systems, and the development of a watershed master plan. With the development of the master plan, the city plans to perform cost benefit analysis and priority rankings to aid staff in its implementation. Once completed, the city will be able to prioritize projects to undertake along this watershed. The city plans to fund these projects through an enterprise fund with the development of a stormwater management program and anticipates collecting fees for this program beginning in January 2023. In this project area there are households, businesses, and other public and private entities that will benefit from the completion of this project. ","City of Albemarle","Local Government","Planning","6/15/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"10/6/22",250000,250000,"Albemarle","Stanly",NA,0.42,NA,NA,NA,3.08,NA,NA,3.49
"31",3703100,"Bakersville town","121","Mitchell",706,928.8,0.76,41,18,8,11,34,144,27,63,48,221,50,41,700,0,6,0,0,0,0,694,12,594,106,69,348,40,19,12,0,594,106,417,71,304,59,18,28,2,3,4,3,22,0,18,40,15,0,79,5,8,53750,53750,NA,9917,33153,304,187,117,187,187,0,187,0,3,29,21,120,8,0,0,6,78,29,49,316,55,261,312,52,260,47,0.62,5.62,14.11,19.73,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,5.62,NA,14.11,NA,NA,19.73
"32",3703150,"Bald Head Island village","19","Brunswick",209,53.4,3.91,0,0,0,0,0,0,0,6,43,107,41,12,209,0,0,0,0,0,0,207,2,209,0,9,29,89,56,19,7,209,0,38,171,126,2,2,6,0,2,5,4,4,0,2,7,19,13,8,17,35,116000,116000,111250,NA,112418,126,118,8,118,118,0,118,0,0,0,0,6,9,26,37,40,0,0,0,49,2,47,160,4,156,69,0.01,6.02,77.24,83.26,13,"Holly, Walnut and Redwood Stormwater Project","Boiling Spring Lakes experiences flooding several times a year along Holly, Walnut, and Redwood roads. In 2014, a preliminary engineering report was conducted along these roads to determine optimal solutions to reduce flooding in the area. A 2021 stormwater management master plan prioritized this project. When flooding occurs in this area, homes experience flooding for multiple days. Boiling Spring Lakes will use Golden LEAF flood mitigation grant funds to install stormwater infrastructure along the areas of Holly, Walnut, and Redwood roads. Project activities include digging approximately 3,000 linear feet of drainage ditches with the installation of driveway pipes and several spans of reinforced concrete pipe. Households in the project area will benefit from this project.","City of Boiling Springs Lakes","Local Government","Infrastructure","5/9/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"8/4/22",250000,250000,"Boiling Springs Lakes","Brunswick",NA,6.02,NA,NA,NA,39.32,37.92,NA,83.26
"33",3703220,"Balfour CDP","89","Henderson",1177,725,1.62,30,62,68,32,47,233,189,109,126,176,92,13,1141,22,0,0,0,0,14,1045,132,938,68,118,277,344,93,5,33,938,68,395,475,538,58,40,0,18,63,15,7,18,0,48,57,75,29,27,31,52,60833,60833,79821,NA,38426,538,415,123,415,343,72,415,0,0,6,70,273,30,15,21,0,192,12,180,704,67,637,281,31,250,6,0.35,0.83,4.68,5.51,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,0.83,NA,4.68,NA,NA,5.51
"34",3703500,"Banner Elk town","11","Avery",1473,767.2,1.92,32,7,19,14,885,116,52,73,69,132,65,9,1302,63,1,32,0,15,60,1361,112,516,9,69,162,139,105,12,20,516,9,231,276,352,13,8,11,17,7,54,19,27,18,16,24,22,13,20,37,46,53750,53750,89464,39083,29943,352,227,125,227,199,28,227,0,0,5,38,69,103,4,3,5,72,29,43,327,58,269,206,7,199,63,0.66,1.82,11.24,13.07,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,1.82,NA,NA,NA,11.24,NA,NA,13.07
"35",3703640,"Barker Heights CDP","89","Henderson",1289,1297.7,0.99,46,139,90,39,34,114,162,384,144,64,28,45,1096,139,0,16,0,0,38,1008,281,941,212,227,441,32,13,16,0,941,212,668,61,567,42,26,31,99,101,0,7,11,6,17,113,95,16,0,0,3,NA,NA,52353,25546,20553,567,286,281,286,270,16,286,0,0,48,96,137,5,0,0,0,314,150,164,838,250,588,137,0,137,55,0.47,2.35,38.39,40.74,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,2.35,NA,38.39,NA,NA,40.74
"36",3703665,"Barker Ten Mile CDP","155","Robeson",955,419.5,2.28,34,31,18,27,82,150,98,97,105,230,69,14,529,141,202,8,0,0,75,955,0,763,49,186,223,225,64,16,0,763,49,409,305,351,15,0,56,17,6,18,18,0,0,13,50,45,53,24,10,26,68818,68818,69358,NA,33086,351,335,16,335,248,87,335,0,7,92,115,83,32,6,0,0,110,9,101,532,34,498,313,8,305,64,0.57,0.07,6.52,6.59,24,"Stormwater Assessment and Plan","The Town of Maxton experiences flooding during heavy rain events in the subwatershed that drains the eastern half of the town. The town first noticed damage to its system when severe damage occurred following Hurricane Matthew. FEMA addressed many issues in this part of town, including repairs to streets and culverts, but determined the conveyance pipe experienced damage that predated Hurricane Matthew and was not eligible for FEMA funding. Due to this evidence, the town realized other sites have likely experienced damage to infrastructure that was not as dramatically exposed as the damage noticed following Hurricane Matthew. Flooding has affected the town in a number of different ways. Access to emergency services becomes impacted, natural swales throughout the town have filled with sediment, which causes conveyance of the stormwater to no longer flow as it was intended. Sinkholes and depressions have also begun to form around stormwater conveyance pipes due to fractures in the system. Additionally, the town has experienced flooding events that flood the gym and adjacent classrooms in the local elementary school. The railroad running through town has also been overtopped during flooding events. Golden LEAF flood mitigation grant funds will be used to develop a Stormwater Assessment and Plan for the eastern half of the town. Components of this project include field data collection, modeling of existing watersheds, development of concept plans and alternatives, and a summary report. The town has also provided a resolution to its commitment for a funding strategy to implement improvements that are identified in the stormwater comprehensive plan. All residents of the town will benefit from this project. Within the immediate project area there are households, businesses, other public and private entities, and health care providers that will benefit from this project.","Town of Maxton","Local Government","Planning","7/7/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"10/6/22",122500,122500,"Maxton","Robeson",NA,0.07,NA,NA,NA,6.52,NA,NA,6.59
