Geography Name,County FIPS,County Name,Place FIPS,Total Population,Population Density (Per Sq. Mile),Area (Land),Under 5 Years,5 to 9 Years,10 to 14 Years,15 to 17 Years,18 to 24 Years,25 to 34 Years,35 to 44 Years,45 to 54 Years,55 to 64 Years,65 to 74 Years,75 to 84 Years,85 Years and Over,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More Races,Not Hispanic or Latino:,Hispanic or Latino,Population 25 Years and Over:,Less than High School,High School Graduate (Includes Equivalency),Some College,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Population 25 Years and Over:.1,Less than High School.1,High School Diploma,Bachelor's Degree or Better,Households:,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or More",Median Household Income (In 2020 Inflation Adjusted Dollars),Median Household Income Occupied Housing Units:,Owner Occupied,Renter Occupied,Per Capita Income (In 2020 Inflation Adjusted Dollars),Occupied Housing Units:,Owner Occupied.1,Renter Occupied.1,Owner Occupied Housing Units:,"White Alone, Not Hispanic or Latino Homeowners ",Non-White Homeowners,Owner-Occupied Housing Units:,"Less than $20,000","$20,000 to $49,999","$50,000 to $99,999","$100,000 to $149,999","$150,000 to $299,999","$300,000 to $499,999","$500,000 to $749,999","$750,000 to $999,999","$1,000,000 or More",Population Under 18 Years of Age for Whom Poverty Status Is Determined:,Living in Poverty,At or Above Poverty Level,Population Age 18 to 64 for Whom Poverty Status  Is Determined:,Living in Poverty.1,At or Above Poverty Level.1,Population Age 65 and Over for Whom Poverty  Status Is Determined:,Living in Poverty.2,At or Above Poverty Level.2,Rural Capacity (Headwaters Index),Social Vulnerability (CDC Index),Percent of Land in 500-Year Floodplain,Percent of Land in 100-Year Floodplain,Total Percent of Land at Some Level of Flood Risk,Application Number,Project Title,Project Description ,Applicant,Applicant Type,Project Type,Application Date,State Agency Requested for Funding,Funding Request ($),Total Project Budget ($),Funding Decision Year,Award Date,Grant Award ($),Encumbered ($),City/Town,County,Place ID
Lilesville town,7,Anson,3738200.0,646.0,650.4,0.99,34.0,58.0,35.0,3.0,23.0,111.0,103.0,35.0,114.0,103.0,16.0,11.0,239.0,407.0,0.0,0.0,0.0,0.0,0.0,646.0,0.0,493.0,24.0,204.0,157.0,90.0,9.0,0.0,9.0,493.0,24.0,361.0,108.0,284.0,62.0,5.0,9.0,24.0,22.0,30.0,2.0,1.0,25.0,30.0,4.0,47.0,18.0,5.0,0.0,0.0,33077.0,33077.0,47333.0,27188.0,21648.0,284.0,214.0,70.0,214.0,110.0,104.0,214.0,4.0,19.0,64.0,46.0,81.0,0.0,0.0,0.0,0.0,130.0,26.0,104.0,386.0,91.0,295.0,130.0,17.0,113.0,49.0,0.54,,,,,,,,,,,,,,,,,,,,
Lillington town,85,Harnett,3738220.0,3605.0,781.3,4.61,129.0,152.0,148.0,67.0,326.0,737.0,663.0,519.0,357.0,323.0,125.0,59.0,1914.0,956.0,120.0,14.0,0.0,278.0,323.0,2815.0,790.0,2783.0,563.0,953.0,871.0,313.0,67.0,9.0,7.0,2783.0,563.0,1824.0,396.0,911.0,46.0,102.0,30.0,47.0,54.0,78.0,28.0,45.0,41.0,129.0,112.0,82.0,56.0,29.0,21.0,11.0,47277.0,47277.0,63281.0,30357.0,16776.0,911.0,487.0,424.0,487.0,286.0,201.0,487.0,0.0,32.0,86.0,71.0,258.0,37.0,0.0,0.0,3.0,496.0,42.0,454.0,1537.0,125.0,1412.0,421.0,106.0,315.0,7.0,0.72,5.1,9.97,15.07,2.0,Town-wide Hydrologic + Hydraulic (H+H) Analysis,"Lillington is subject to frequent flooding which makes roads impassable and reduces access to emergency services. The town began to recognize how severe the stormwater system’s limitations are after a major rainstorm in 2020. Following the rain event, the town identified several areas of inadequate and damaged stormwater infrastructure. Golden LEAF flood mitigation grant funds will be used for engineering expenses for analysis and planning regarding ten flooding hotspots. There are households, public and private entities within the immediate project area of the identified hotspots. The entire town will benefit from this project. Major highways, including NC 210, US 401, US 421, and NC 27 will also benefit since they pass through Lillington and are frequently closed during heavy rain events.",Town of Lillington,Local Government,Planning,2/23/22,Golden LEAF Foundation Flood Mitigation Program,,,2022.0,6/2/22,225250.0,225250.0,Lillington,Harnett,
Lincolnton city,109,Lincoln,3738320.0,11099.0,1279.5,8.67,1066.0,605.0,615.0,354.0,774.0,1871.0,1239.0,1182.0,1360.0,1035.0,630.0,368.0,8141.0,1800.0,43.0,10.0,30.0,261.0,814.0,9390.0,1709.0,7685.0,1361.0,2173.0,2831.0,931.0,371.0,18.0,0.0,7685.0,1361.0,5004.0,1320.0,4857.0,493.0,503.0,352.0,406.0,336.0,255.0,387.0,227.0,166.0,318.0,440.0,532.0,155.0,79.0,145.0,63.0,35696.0,35696.0,52908.0,27444.0,22871.0,4857.0,1931.0,2926.0,1931.0,1625.0,306.0,1931.0,24.0,67.0,353.0,391.0,942.0,103.0,18.0,0.0,33.0,2640.0,929.0,1711.0,6376.0,1235.0,5141.0,1789.0,227.0,1562.0,76.0,0.81,1.14,7.33,8.47,,,,,,,,,,,,,,,,,
Linden town,51,Cumberland,3738360.0,110.0,217.6,0.51,7.0,12.0,8.0,0.0,11.0,16.0,6.0,8.0,18.0,17.0,7.0,0.0,90.0,14.0,1.0,0.0,0.0,0.0,5.0,107.0,3.0,72.0,14.0,36.0,15.0,6.0,1.0,0.0,0.0,72.0,14.0,51.0,7.0,46.0,1.0,2.0,1.0,6.0,1.0,2.0,4.0,0.0,6.0,9.0,7.0,1.0,0.0,2.0,2.0,2.0,50000.0,50000.0,47188.0,54583.0,27709.0,46.0,37.0,9.0,37.0,35.0,2.0,37.0,0.0,2.0,10.0,14.0,9.0,2.0,0.0,0.0,0.0,27.0,10.0,17.0,59.0,10.0,49.0,24.0,0.0,24.0,57.0,0.34,26.32,0.01,26.33,,,,,,,,,,,,,,,,,
Linville CDP,11,Avery,3738420.0,299.0,167.5,1.78,24.0,0.0,15.0,20.0,12.0,40.0,56.0,19.0,40.0,38.0,0.0,35.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,17.0,228.0,0.0,109.0,79.0,17.0,23.0,0.0,0.0,228.0,0.0,188.0,40.0,128.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,22.0,26.0,19.0,0.0,0.0,0.0,23.0,65385.0,65385.0,67356.0,,33520.0,128.0,87.0,41.0,87.0,87.0,0.0,87.0,0.0,26.0,0.0,19.0,0.0,42.0,0.0,0.0,0.0,59.0,0.0,59.0,167.0,0.0,167.0,73.0,0.0,73.0,,0.32,1.5,5.77,7.27,,,,,,,,,,,,,,,,,
Littleton town,83,Halifax,3738680.0,520.0,546.7,0.95,15.0,26.0,19.0,40.0,26.0,40.0,40.0,42.0,111.0,103.0,40.0,18.0,270.0,235.0,0.0,0.0,0.0,2.0,13.0,468.0,52.0,394.0,100.0,109.0,101.0,64.0,12.0,6.0,2.0,394.0,100.0,210.0,84.0,272.0,46.0,59.0,12.0,37.0,12.0,10.0,11.0,26.0,3.0,27.0,4.0,13.0,2.0,0.0,0.0,10.0,21900.0,21900.0,35938.0,11287.0,22714.0,272.0,155.0,117.0,155.0,106.0,49.0,155.0,7.0,40.0,40.0,33.0,13.0,2.0,10.0,0.0,10.0,100.0,32.0,68.0,259.0,84.0,175.0,161.0,48.0,113.0,52.0,0.5,,,,,,,,,,,,,,,,,,,,
Locust city,"167, 25","Stanly, Cabarrus",3738860.0,3439.0,424.1,8.11,285.0,146.0,114.0,153.0,201.0,458.0,235.0,562.0,614.0,354.0,262.0,55.0,3336.0,62.0,0.0,0.0,0.0,0.0,41.0,3403.0,36.0,2540.0,367.0,854.0,730.0,469.0,120.0,0.0,0.0,2540.0,367.0,1584.0,589.0,1479.0,42.0,28.0,28.0,119.0,112.0,59.0,106.0,24.0,143.0,125.0,157.0,169.0,239.0,62.0,47.0,19.0,55684.0,55684.0,64338.0,,29986.0,1479.0,1276.0,203.0,1276.0,1238.0,38.0,1276.0,38.0,60.0,103.0,257.0,729.0,83.0,0.0,6.0,0.0,690.0,75.0,615.0,2070.0,228.0,1842.0,671.0,33.0,638.0,,0.39,0.07,1.51,1.58,,,,,,,,,,,,,,,,,
Long Creek CDP,141,Pender,3739060.0,99.0,49.2,2.01,0.0,0.0,0.0,13.0,0.0,0.0,0.0,7.0,48.0,26.0,5.0,0.0,71.0,28.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,86.0,29.0,27.0,23.0,0.0,7.0,0.0,0.0,86.0,29.0,50.0,7.0,53.0,5.0,7.0,15.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,,,,,18866.0,53.0,38.0,15.0,38.0,38.0,0.0,38.0,0.0,12.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,55.0,0.0,55.0,31.0,24.0,7.0,,0.51,7.9,31.12,39.01,3.0,Surf City South Shore Flood Mitigation Project,"The 2200 block of South Shore Drive in Surf City experiences flooding on the roadway due to insufficient stormwater infrastructure. Stormwater runoff is trapped on the road by higher elevation of driveways serving houses along the road. Heavy rainfall causes flooding that obstructs passage of vehicles, including public safety vehicles. This road is the only way in and out of southern Surf City and serves the entirety of Topsail Beach. A feasibility study of the overall stormwater issues along South Shore Drive developed a specific solution to address the issue. Golden LEAF flood mitigation grant funds will be used to install a catch basin with drain pipe to convey stormwater to a new infiltration chamber system that collects and releases stormwater back into native soils. Once completed, the town’s utilities staff will maintain the system. The project will directly serve households, and public and private entities.",Town of Surf City,Local Government,Infrastructure,2/25/22,Golden LEAF Foundation Flood Mitigation Program,,,2022.0,6/2/22,250000.0,250000.0,Surf City,Pender,
Long View town,"23, 35","Burke, Catawba ",3739280.0,4898.0,1217.2,4.02,246.0,173.0,215.0,184.0,438.0,772.0,547.0,862.0,501.0,536.0,348.0,76.0,3185.0,781.0,16.0,251.0,0.0,528.0,137.0,4122.0,776.0,3642.0,590.0,1382.0,1357.0,209.0,70.0,0.0,34.0,3642.0,590.0,2739.0,313.0,2066.0,138.0,117.0,120.0,131.0,93.0,159.0,311.0,148.0,103.0,128.0,270.0,195.0,61.0,71.0,9.0,12.0,39174.0,39174.0,45040.0,36318.0,22470.0,2066.0,1159.0,907.0,1159.0,920.0,239.0,1159.0,27.0,119.0,392.0,419.0,202.0,0.0,0.0,0.0,0.0,783.0,124.0,659.0,3120.0,298.0,2822.0,960.0,120.0,840.0,,0.56,0.41,3.43,3.84,,,,,,,,,,,,,,,,,
Louisburg town,69,Franklin,3739360.0,3694.0,1249.0,2.96,136.0,336.0,143.0,93.0,942.0,409.0,284.0,285.0,311.0,248.0,311.0,196.0,1444.0,2142.0,0.0,8.0,0.0,0.0,100.0,3619.0,75.0,2044.0,271.0,520.0,813.0,218.0,170.0,18.0,34.0,2044.0,271.0,1333.0,440.0,1070.0,101.0,125.0,176.0,60.0,79.0,12.0,0.0,18.0,0.0,70.0,177.0,156.0,15.0,72.0,0.0,9.0,,,77375.0,16954.0,17858.0,1070.0,415.0,655.0,415.0,282.0,133.0,415.0,8.0,0.0,91.0,56.0,236.0,24.0,0.0,0.0,0.0,708.0,376.0,332.0,1608.0,356.0,1252.0,487.0,55.0,432.0,79.0,0.82,2.81,13.39,16.19,,,,,,,,,,,,,,,,,
Love Valley town,97,Iredell,3739420.0,118.0,112.2,1.05,7.0,0.0,4.0,0.0,15.0,0.0,9.0,16.0,45.0,15.0,7.0,0.0,114.0,0.0,4.0,0.0,0.0,0.0,0.0,118.0,0.0,92.0,17.0,43.0,32.0,0.0,0.0,0.0,0.0,92.0,17.0,75.0,0.0,66.0,5.0,3.0,23.0,5.0,1.0,10.0,6.0,3.0,0.0,5.0,2.0,0.0,0.0,0.0,3.0,0.0,21667.0,21667.0,33625.0,17250.0,17686.0,66.0,47.0,19.0,47.0,43.0,4.0,47.0,5.0,11.0,23.0,4.0,2.0,0.0,2.0,0.0,0.0,11.0,11.0,0.0,85.0,30.0,55.0,22.0,0.0,22.0,53.0,0.42,,,,,,,,,,,,,,,,,,,,
Lowell city,71,Gaston,3739480.0,3676.0,1352.4,2.72,121.0,196.0,344.0,97.0,287.0,435.0,487.0,462.0,605.0,480.0,128.0,34.0,2736.0,536.0,0.0,96.0,0.0,188.0,120.0,3096.0,580.0,2631.0,474.0,875.0,947.0,237.0,67.0,7.0,24.0,2631.0,474.0,1822.0,335.0,1466.0,92.0,30.0,121.0,279.0,69.0,100.0,28.0,61.0,14.0,100.0,84.0,245.0,115.0,34.0,71.0,23.0,42902.0,42902.0,54459.0,27212.0,24794.0,1466.0,978.0,488.0,978.0,841.0,137.0,978.0,13.0,30.0,181.0,406.0,320.0,24.0,0.0,0.0,4.0,712.0,277.0,435.0,2256.0,450.0,1806.0,613.0,120.0,493.0,8.0,0.67,0.45,0.83,1.28,,,,,,,,,,,,,,,,,
Lowesville CDP,109,Lincoln,3739520.0,3180.0,468.0,6.8,149.0,173.0,222.0,103.0,145.0,276.0,426.0,720.0,333.0,294.0,267.0,72.0,3011.0,54.0,24.0,38.0,0.0,0.0,53.0,2998.0,182.0,2388.0,107.0,640.0,1035.0,422.0,110.0,49.0,25.0,2388.0,107.0,1675.0,606.0,1265.0,8.0,51.0,8.0,0.0,48.0,46.0,24.0,81.0,26.0,77.0,67.0,191.0,268.0,174.0,76.0,120.0,100917.0,100917.0,104028.0,,44176.0,1265.0,1118.0,147.0,1118.0,1045.0,73.0,1118.0,19.0,57.0,73.0,60.0,490.0,379.0,40.0,0.0,0.0,647.0,46.0,601.0,1900.0,108.0,1792.0,633.0,0.0,633.0,64.0,0.07,0.0,2.6,2.6,,,,,,,,,,,,,,,,,
Lowgap CDP,171,Surry,3739540.0,246.0,216.4,1.14,0.0,0.0,59.0,0.0,42.0,0.0,68.0,28.0,0.0,35.0,0.0,14.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,0.0,145.0,90.0,27.0,28.0,0.0,0.0,0.0,0.0,145.0,90.0,55.0,0.0,77.0,0.0,14.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,,,,,12007.0,77.0,42.0,35.0,42.0,42.0,0.0,42.0,0.0,0.0,14.0,28.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,59.0,138.0,0.0,138.0,49.0,0.0,49.0,,0.45,0.0,3.5,3.5,,,,,,,,,,,,,,,,,
Lucama town,195,Wilson,3739600.0,974.0,1602.2,0.61,114.0,78.0,42.0,25.0,105.0,80.0,89.0,175.0,97.0,107.0,36.0,26.0,497.0,276.0,8.0,0.0,0.0,193.0,0.0,676.0,298.0,610.0,225.0,202.0,128.0,29.0,17.0,5.0,4.0,610.0,225.0,330.0,55.0,344.0,30.0,30.0,34.0,32.0,19.0,25.0,18.0,21.0,6.0,37.0,36.0,35.0,0.0,20.0,0.0,1.0,36667.0,36667.0,46667.0,16900.0,17081.0,344.0,238.0,106.0,238.0,152.0,86.0,238.0,34.0,0.0,155.0,30.0,19.0,0.0,0.0,0.0,0.0,249.0,116.0,133.0,546.0,166.0,380.0,159.0,21.0,138.0,53.0,0.76,0.14,1.38,1.52,,,,,,,,,,,,,,,,,
Lumber Bridge town,155,Robeson,3739680.0,74.0,110.4,0.67,10.0,1.0,3.0,5.0,2.0,17.0,3.0,3.0,5.0,10.0,10.0,5.0,61.0,4.0,2.0,0.0,0.0,7.0,0.0,67.0,7.0,53.0,2.0,35.0,13.0,3.0,0.0,0.0,0.0,53.0,2.0,48.0,3.0,37.0,1.0,5.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,4.0,7.0,3.0,4.0,0.0,0.0,0.0,48750.0,48750.0,36875.0,,24435.0,37.0,27.0,10.0,27.0,22.0,5.0,27.0,2.0,2.0,9.0,6.0,5.0,3.0,0.0,0.0,0.0,19.0,2.0,17.0,30.0,6.0,24.0,25.0,6.0,19.0,55.0,0.78,0.0,10.37,10.37,4.0,Flood Mitigation for the Linkhaw Road Area,"Lumberton, specifically in the area of Linkhaw Road, experiences flooding in any 2-inch or greater rain event. The city completed several studies to develop strategies to resolve flooding throughout the city. This project area is part of its existing studies and is located along a major thoroughfare that is in a 518-acre drainage area. The specific project site is at the downstream end of a drainage ditch that has larger pipes upstream. Due to the undersized existing piping, this project site creates a bottleneck for stormwater flow. Golden LEAF flood mitigation grant funds will be used to upsize the capacity of stormwater at the juncture of Linkhaw Rd and the railroad. The applicant proposes to install stormwater infrastructure to increase the capacity of the flow under the railroad which will require widening the canal to accommodate it. The stormwater will flow into a culvert downstream and into an existing impoundment area. Once the infrastructure work is completed, the city will be able to utilize the road more reliably for emergency services. There are households, public and private entities (including a kidney dialysis center), and a nursing facility in the immediate project area.",City of Lumberton,Local Government,Infrastructure,2/28/22,Golden LEAF Foundation Flood Mitigation Program,,,2022.0,6/2/22,250000.0,250000.0,Lumberton,Robeson,
Lumber Bridge town,155,Robeson,3739680.0,74.0,110.4,0.67,10.0,1.0,3.0,5.0,2.0,17.0,3.0,3.0,5.0,10.0,10.0,5.0,61.0,4.0,2.0,0.0,0.0,7.0,0.0,67.0,7.0,53.0,2.0,35.0,13.0,3.0,0.0,0.0,0.0,53.0,2.0,48.0,3.0,37.0,1.0,5.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,4.0,7.0,3.0,4.0,0.0,0.0,0.0,48750.0,48750.0,36875.0,,24435.0,37.0,27.0,10.0,27.0,22.0,5.0,27.0,2.0,2.0,9.0,6.0,5.0,3.0,0.0,0.0,0.0,19.0,2.0,17.0,30.0,6.0,24.0,25.0,6.0,19.0,55.0,0.78,0.0,10.37,10.37,24.0,Stormwater Assessment and Plan,"The Town of Maxton experiences flooding during heavy rain events in the subwatershed that drains the eastern half of the town. The town first noticed damage to its system when severe damage occurred following Hurricane Matthew. FEMA addressed many issues in this part of town, including repairs to streets and culverts, but determined the conveyance pipe experienced damage that predated Hurricane Matthew and was not eligible for FEMA funding. Due to this evidence, the town realized other sites have likely experienced damage to infrastructure that was not as dramatically exposed as the damage noticed following Hurricane Matthew. Flooding has affected the town in a number of different ways. Access to emergency services becomes impacted, natural swales throughout the town have filled with sediment, which causes conveyance of the stormwater to no longer flow as it was intended. Sinkholes and depressions have also begun to form around stormwater conveyance pipes due to fractures in the system. Additionally, the town has experienced flooding events that flood the gym and adjacent classrooms in the local elementary school. The railroad running through town has also been overtopped during flooding events. Golden LEAF flood mitigation grant funds will be used to develop a Stormwater Assessment and Plan for the eastern half of the town. Components of this project include field data collection, modeling of existing watersheds, development of concept plans and alternatives, and a summary report. The town has also provided a resolution to its commitment for a funding strategy to implement improvements that are identified in the stormwater comprehensive plan. All residents of the town will benefit from this project. Within the immediate project area there are households, businesses, other public and private entities, and health care providers that will benefit from this project.",Town of Maxton,Local Government,Planning,7/7/22,Golden LEAF Foundation Flood Mitigation Program,,,2022.0,10/6/22,122500.0,122500.0,Maxton,Robeson,
